PDB_ID,UniProt_ID
5XKE,Q2XVP4
5XKF,Q2XVP4
5XKG,Q2XVP4
5XKH,Q2XVP4
5XKI,P41480
5XKJ,C0LGW6
5XKL,P9WJC7
5XKM,O00408
5XKN,Q6XAT2
5XKO,A0QY90
5XKP,A0QY90
5XKQ,A0QY90
5XKR,A0QY90
5XKU,R4NN21
5XKV,P02185
5XKW,P02185
5XKX,N8X9V6
5XKY,N8X9V6
5XL0,P02185
5XL1,P19696
5XL2,Q9E148
5XL3,P19696
5XL4,P19696
5XL5,P19696
5XL6,P19696
5XL7,P19696
5XL8,P19696
5XL9,P19696
5XLA,P19696
5XLB,P19696
5XLC,P19696
5XLD,P19696
5XLE,P21852
5XLF,P21852
5XLG,P21852
5XLH,P21852
5XLJ,A0A0P0QFX8
5XLK,A0A0P0QFX8
5XLL,P9WI69
5XLM,P9WI69
5XLN,O60573
5XLO,Q02MM1
5XLP,Q02MM1
5XLR,P59594
5XLS,P0AGM8
5XLT,P81947
5XLU,Q65KZ6
5XLV,P9WPA7
5XLW,P9WPA7
5XLX,O87131
5XLY,O87131
5XLZ,P81947
5XM0,P84244
5XM1,P84244
5XM2,Q9Y5B9
5XM3,A3FJ48
5XM4,A0A0B8ZWE6
5XM5,P76344
5XM6,A0A0R5NGA4
5XM7,O96935
5XM8,P42494
5XM9,P42494
5XMA,P42494
5XMB,P9WPA7
5XMC,Q8C863
5XMD,E5L4L1
5XME,Q15628
5XMF,C6ZK72
5XMG,A0A232D7B1
5XMH,P0DOX5
5XMI,P52917
5XMJ,T2GB49
5XMK,P52917
5XMM,C6ZK72
5XMO,P19567
5XMP,A5K8L9
5XMQ,A5K8L9
5XMR,A5K8L9
5XMS,A5K8L9
5XMT,A5K8L9
5XMU,A5K8L9
5XMV,A5K8L9
5XMW,Q8NKB0
5XMX,Q03181
5XMY,Q5VWG9
5XMZ,G0Y276
5XN0,P12497
5XN1,P12497
5XN2,P12497
5XN3,Q99619
5XN4,A0A247D711
5XN5,Q7XI92
5XN6,Q7XI92
5XN7,F1CLG1
5XN9,J7MFT5
5XNA,J7MFT5
5XNB,Q5ZYC6
5XNC,Q5JIZ3
5XND,P59747
5XNE,Q04777
5XNF,Q5JIZ3
5XNG,P49913
5XNH,Q5JIZ3
5XNI,Q9RNB4
5XNJ,Q9RNB4
5XNK,Q9RNB4
5XNL,P27490
5XNM,P27490
5XNN,P27490
5XNO,P27490
5XNP,Q96NI6
5XNQ,Q96NI6
5XNR,A0A3B6UEP6
5XNS,Q8TZY2
5XNT,Q06069
5XNV,Q9ULM3
5XNW,Q9I1S4
5XNX,P9WHG9
5XNY,A0A0K2JL82
5XNZ,A0A0K2JL82
5XO1,Q5DK16
5XO2,Q9UKJ1
5XO3,P55788
5XO4,P55788
5XO5,P55788
5XO6,A0A0D2ILK1
5XO7,A0A0D2ILK1
5XO8,A0A0D2ILK1
5XO9,P55788
5XOA,P55788
5XOB,O28025
5XOC,P84022
5XOD,Q15796
5XOE,Q2YTE2
5XOF,Q9UKJ1
5XOG,C4R4Y0
5XOH,A0A166U5H3
5XOI,Q10BI6
5XOJ,P30822
5XOK,P55788
5XOL,P55788
5XOM,T2MHS6
5XON,C4R4Y0
5XOO,T2MHS6
5XOP,M3TKH6
5XOQ,D5STP0
5XOR,A9YPG7
5XOS,P01889
5XOT,P01889
5XOU,Q746M7
5XOV,P04439
5XOW,Q746M7
5XOX,P53215
5XOY,Q8VUS5
5XOZ,Q9M3Z7
5XP0,O54294
5XP1,P01593
5XP3,Q2XVP4
5XP5,P00523
5XP6,C7C422
5XP7,P00523
5XP8,Q746M7
5XP9,C7C422
5XPA,Q746M7
5XPB,Q9V3H0
5XPC,Q9V3H0
5XPD,Q9FGQ2
5XPE,P00720
5XPF,P00720
5XPG,Q746M7
5XPI,Q96T88
5XPJ,H7BRJ8
5XPK,P0CG47
5XPL,P13053
5XPM,P13053
5XPN,P13053
5XPO,P13053
5XPP,P13053
5XPR,P24530
5XPS,P34736
5XPT,Q9UI95
5XPU,Q9UI95
5XPV,C3ZN36
5XPW,C3ZN36
5XPX,A0A0K0PTR1
5XPY,Q8CIB5
5XPZ,Q8CIB5
5XQ0,Q8CIB5
5XQ1,Q8CIB5
5XQ2,Q746M7
5XQ3,B6H7Q7
5XQ5,P0AG67
5XQA,P34736
5XQD,P07900
5XQE,P07900
5XQG,B6H7Q7
5XQH,Q9GZN7
5XQI,Q9GZN7
5XQJ,B6H7Q7
5XQK,P34736
5XQL,Q9HUT5
5XQM,P55853
5XQN,Q53UJ4
5XQO,B6H7Q7
5XQP,Q53UJ4
5XQR,Q53UJ4
5XQU,Q53UJ4
5XQV,Q53UJ4
5XQX,P49336
5XQZ,Q9H8S9
5XR0,Q53UJ4
5XR1,P05107
5XR2,P64312
5XR3,P64312
5XR4,P28185
5XR5,P07900
5XR6,P28185
5XR7,P28185
5XR8,P21554
5XR9,P07900
5XRA,P21554
5XRB,P07900
5XRC,D4P8C6
5XRD,P07900
5XRE,P07900
5XRF,J7LCB0
5XRG,Q05315
5XRH,Q05315
5XRI,Q05315
5XRJ,Q05315
5XRK,Q05315
5XRL,Q05315
5XRM,Q05315
5XRN,Q05315
5XRO,Q05315
5XRP,Q05315
5XRQ,Q6N089
5XRR,P35637
5XRS,I0AXC3
5XRT,I0AXC3
5XRU,A0A2R2JFU6
5XRV,P34736
5XRW,O25306
5XRX,P49913
5XRY,P34736
5XRZ,P43351
5XS0,P43351
5XS1,A5A599
5XS2,P49336
5XS4,A0A0K2BNC7
5XS5,A0A0K2BNC7
5XS6,P34736
5XS7,A0A0K2BNC7
5XS8,D1AWE0
5XS9,A0QX69
5XSA,P34736
5XSB,P34736
5XSD,A6LW07
5XSE,Q00384
5XSF,Q00384
5XSG,P35637
5XSI,A0A0U1MUE2
5XSJ,A6LW08
5XSK,Q8VHK7
5XSL,Q8VHK7
5XSM,P34736
5XSN,A0A0U1MUE2
5XSP,A0A0U1MUE2
5XSQ,Q6UY69
5XSR,P09874
5XSS,A6LW07
5XST,P09874
5XSU,P09874
5XSV,A0A161KIT4
5XSW,A0A161KIT4
5XSX,A0A161KIT4
5XSY,P02719
5XSZ,Q08BG4
5XT0,P34736
5XT3,A0A0U1MUE2
5XT4,P34736
5XT5,O32164
5XT6,O32164
5XT8,Q5SHX3
5XTA,Q5ZUG6
5XTB,P49821
5XTC,O75306
5XTD,P49821
5XTE,O14949
5XTF,G9G7I7
5XTG,G9G7I7
5XTH,P00423
5XTI,P00423
5XTJ,A0A2U8ZTY7
5XTK,Q8ZC05
5XTL,P34736
5XTM,P62009
5XTN,P41480
5XTO,P41480
5XTP,P41480
5XTQ,P41480
5XTR,P41480
5XTS,P22897
5XTT,A0A2U8ZTY7
5XTU,A0A0K0PV22
5XTV,P34736
5XTW,P22897
5XTX,P34736
5XTY,A0A222NNM9
5XTZ,O95619
5XU1,Q8DQF8
5XU2,P34736
5XU5,A0A2U8ZTY7
5XU6,J9VKS8
5XU7,P24224
5XU8,O75604
5XU9,P34736
5XUF,P34736
5XUG,A0A2U8ZTY7
5XUH,P24224
5XUI,Q9Y233
5XUJ,Q9Y233
5XUK,O25488
5XUL,A0A2U8ZTY7
5XUM,Q9WZF6
5XUN,A6THQ8
5XUO,I6X8D2
5XUP,P54274
5XUQ,P13053
5XUR,O53193
5XUS,A0A182DWE3
5XUT,A0A182DWE3
5XUU,A0A182DWE3
5XUW,P11375
5XUX,Q8PYN5
5XUY,O75143
5XUZ,A0A182DWE3
5XV0,Q8PYN5
5XV1,O75143
5XV2,Q8PYN5
5XV3,O75143
5XV4,O75143
5XV5,Q8PYN5
5XV6,O75143
5XV7,Q96SB4
5XV8,Q2YD98
5XV9,Q488P6
5XVA,O96013
5XVB,A0A3B6UEP7
5XVC,A0A3B6UEQ1
5XVD,A0A3B6UEQ1
5XVE,O75604
5XVF,O96013
5XVG,O96013
5XVH,A3MU08
5XVI,B6V7E4
5XVJ,Q8LA16
5XVK,O55239
5XVL,Q9SRM4
5XVM,Q06321
5XVQ,F7ERX8
5XVR,E6MVV9
5XVS,A0A154EJU5
5XVT,P34736
5XVU,Q8IIR9
5XVV,B6V7E4
5XVW,Q9SRM4
5XVX,B6V7E4
5XVZ,M4GGR7
5XW0,B6V7E4
5XW1,P00761
5XW2,D9WMQ6
5XW3,A0A6L8PXK0
5XW4,Q00684
5XW5,Q00684
5XW7,K0J1W8
5XW8,P00761
5XW9,P00761
5XWA,P00761
5XWB,Q482G5
5XWC,B6V7E4
5XWD,P00533
5XWE,Q69CJ8
5XWF,A0A3B6UEQ2
5XWH,Q9RWK7
5XWI,A1YYW7
5XWJ,P00761
5XWK,A1YYW7
5XWL,P00761
5XWM,Q9BS26
5XWP,C7NBY4
5XWR,Q09028
5XWS,Q96NI6
5XWT,Q64487
5XWU,Q64487
5XWV,Q93NW7
5XWW,Q93NW7
5XWX,Q3UH53
5XWY,C7NBY4
5XWZ,A0A0D2H023
5XX0,Q6V4S5
5XX1,Q8Z1P1
5XX2,P00974
5XX3,P00974
5XX4,P00974
5XX5,P00974
5XX6,P00974
5XX7,P00974
5XX8,P00974
5XX9,Q9S2N0
5XXA,A0A0A1NDE2
5XXD,Q9H7B4
5XXE,O13852
5XXF,O13852
5XXG,Q9H7B4
5XXH,Q92793
5XXI,P11712
5XXJ,Q9H7B4
5XXK,Q00987
5XXL,Q8A1U1
5XXM,Q8A1U1
5XXN,Q8A1U1
5XXO,Q8A1U1
5XXP,Q9WXC7
5XXQ,Q09028
5XXR,P17622
5XXS,P17622
5XXT,P02550
5XXU,Q8MPF7
5XXV,P02550
5XXW,P02550
5XXX,P02550
5XXY,Q9NZQ7
5XXZ,Q3HV58
5XY1,P07948
5XY3,A2E6Z8
5XY4,M4GGR7
5XY9,P63104
5XYA,Q3HV58
5XYB,O64094
5XYF,Q9BSI4
5XYG,Q79F77
5XYH,A0A384E106
5XYI,A2EFE7
5XYJ,P41338
5XYK,E8XCX6
5XYL,P63208
5XYM,A0R3I9
5XYN,Q12318
5XYO,Q79F77
5XYP,Q79F77
5XYQ,Q79F77
5XYR,Q3HV58
5XYS,Q79F77
5XYT,Q79F77
5XYU,A0QSD7
5XYV,Q7JXA8
5XYW,Q49BI5
5XYX,Q16539
5XYY,Q16539
5XYZ,Q06187
5XZ0,A0A0H2WZB2
5XZ2,Q68EH2
5XZ4,A0A452CSL6
5XZ5,P41338
5XZ6,Q2FXM8
5XZ7,P99165
5XZ8,Q2FXM8
5XZ9,P99165
5XZA,P99165
5XZB,Q8C6L5
5XZC,Q09472
5XZD,A3SKA6
5XZE,Q8C6L5
5XZF,P13053
5XZG,Q8C6L5
5XZH,P13053
5XZI,P0ABE7
5XZJ,P0ABE7
5XZK,A0A384E107
5XZM,M4GGR7
5XZN,M4GGR7
5XZO,D0QF43
5XZQ,A0A1L7NZN4
5XZR,Q06124
5XZT,A0A1L7NZN4
5XZU,D0QF43
5XZV,P22216
5XZW,P22216
5XZX,O00629
5Y02,A0A1L7NZN4
5Y03,Q9UHV8
5Y04,Q64727
5Y05,A0R095
5Y06,A0R095
5Y07,Q66DQ2
5Y08,Q5W264
5Y09,Q9FL12
5Y0A,A0A024B7W1
5Y0B,P19156
5Y0C,P68431
5Y0D,P68431
5Y0E,A0A3F2YLT8
5Y0F,P15090
5Y0G,P15090
5Y0L,Q79F77
5Y0M,Q79F77
5Y0N,O34513
5Y0O,O34513
5Y0P,O34513
5Y0Q,O34513
5Y0R,Q9X1K1
5Y0S,Q9X1K1
5Y0T,Q9X1K1
5Y0U,Q6ZN18
5Y0V,Q06GJ0
5Y0W,P03518
5Y0X,P15090
5Y0Y,P03518
5Y0Z,Q8IXJ6
5Y10,R4V2Q5
5Y11,R4V2Q5
5Y12,P15090
5Y13,P15090
5Y14,Q1HMR5
5Y15,Q4G0W2
5Y16,Q4G0W2
5Y17,M4GGR7
5Y18,Q9UER7
5Y19,O96935
5Y1A,Q8G962
5Y1B,Q06GJ0
5Y1D,D6PBM7
5Y1E,D6PBM7
5Y1F,D6PBM7
5Y1G,D6PBM7
5Y1H,O96935
5Y1I,E0D207
5Y1J,Q96RI1
5Y1K,O96935
5Y1Q,O96935
5Y1R,O96935
5Y1S,O96935
5Y1T,O96935
5Y1U,Q09028
5Y1V,O96935
5Y1W,O96935
5Y1X,O96935
5Y1Y,O60885
5Y1Z,Q16643
5Y20,Q9FFF5
5Y21,Q9SRM4
5Y22,Q92187
5Y23,P19567
5Y24,O64094
5Y25,P00533
5Y26,P87174
5Y27,P87174
5Y28,G2J5T2
5Y29,A0A221ZS22
5Y2A,A0A221ZS22
5Y2B,A0A221ZS22
5Y2C,A0A221ZS22
5Y2D,G2J5T2
5Y2E,P08434
5Y2F,Q8N6T7
5Y2G,P0AEX9
5Y2H,Q6QT01
5Y2I,P18669
5Y2J,Q6QT01
5Y2L,P03437
5Y2M,A3KF09
5Y2O,P37231
5Y2P,Q45697
5Y2Q,P58154
5Y2R,P00918
5Y2S,P00918
5Y2T,P37231
5Y2U,P18669
5Y2V,P73862
5Y2W,P73862
5Y2X,P0A3G3
5Y2Y,P0A3G3
5Y2Z,Q9P0K1
5Y30,O95970
5Y31,Q9P0K1
5Y32,Q64487
5Y33,A0A068PC91
5Y34,F2Z6J6
5Y35,P18669
5Y36,Q99ZW2
5Y37,Q8E3E8
5Y38,O43504
5Y39,Q6IAA8
5Y3A,Q6IAA8
5Y3B,Q80Y83
5Y3C,Q804T6
5Y3D,Q80J95
5Y3E,P0C6U8
5Y3I,O96935
5Y3J,Q2EEY0
5Y3K,Q2EEY0
5Y3L,Q2EEY0
5Y3M,Q5I2M5
5Y3N,Q12931
5Y3O,Q12931
5Y3Q,P0C6U8
5Y3R,P12956
5Y3S,Q9C000
5Y3T,Q9WUB0
5Y3U,Q92187
5Y3X,E4Q2A4
5Y3Z,P55892
5Y40,P55892
5Y41,P43354
5Y42,U3KRF8
5Y44,Q96RI1
5Y48,D9J2T9
5Y49,Q96RI1
5Y4A,Q66DQ2
5Y4B,P53082
5Y4C,Q25C86
5Y4D,Q01484
5Y4E,Q01484
5Y4F,Q01484
5Y4G,V5TDY7
5Y4H,Q9NTG7
5Y4I,P24300
5Y4J,P24300
5Y4K,N8X9V6
5Y4L,A1E8J1
5Y4M,Q9UHC6
5Y4N,P21852
5Y4O,P0AEB5
5Y4P,Q4DA73
5Y4Q,Q4DA73
5Y4R,O87131
5Y4S,O87131
5Y4T,A6ZY62
5Y4U,Q03835
5Y4Z,Q32ZE1
5Y50,Q9C994
5Y51,D0VUS3
5Y52,Q45697
5Y53,Q9SRM4
5Y56,P0DOX5
5Y57,D0VUS3
5Y58,P32807
5Y59,Q04437
5Y5A,Q6CJ80
5Y5B,P52699
5Y5C,P02754
5Y5D,A0A0R5NGA4
5Y5E,Q9NZK7
5Y5F,P23295
5Y5G,P23295
5Y5H,P23295
5Y5I,P23295
5Y5J,P23295
5Y5K,P23295
5Y5L,P23295
5Y5M,P23295
5Y5N,Q8IXJ6
5Y5O,Q77J78
5Y5P,Q77J78
5Y5Q,Q77J78
5Y5R,D0VUS3
5Y5S,D2Z0P1
5Y5T,P43405
5Y5U,P43405
5Y5V,D0VUS3
5Y5W,Q9Y657
5Y5X,Q56403
5Y5Y,Q56403
5Y5Z,Q56403
5Y60,Q56403
5Y61,Q9I4L4
5Y62,Q9I4L4
5Y63,H7C7A0
5Y64,P18669
5Y65,P18669
5Y66,Q84HF5
5Y69,A8ATW7
5Y6A,A8ATW7
5Y6B,A0A0H3G0N3
5Y6C,A0A0H3G0N3
5Y6D,Q9K2N0
5Y6E,Q9K2N0
5Y6F,P76010
5Y6G,P76010
5Y6H,P76010
5Y6I,Q9I2A1
5Y6J,H6UMW9
5Y6K,P02787
5Y6L,P56192
5Y6M,A0A024B7W1
5Y6N,A0A024B7W1
5Y6O,Q9UER7
5Y6Q,Q84IY0
5Y6R,Q99BK1
5Y6T,A0A3B6UEQ6
5Y6U,D4G3D4
5Y6Y,A0A0R5NGA4
5Y6Z,L7WS61
5Y70,P69300
5Y72,V5TDY7
5Y77,Q84HF5
5Y78,B5AJT1
5Y79,B5AJT1
5Y7A,Q84HF5
5Y7C,V5TDY7
5Y7D,Q8TE69
5Y7F,A0A2D0TCJ6
5Y7G,Q9I2N0
5Y7H,P27487
5Y7I,A0A239S009
5Y7J,P27487
5Y7K,P27487
5Y7L,Q86W47
5Y7M,P62009
5Y7N,O60218
5Y7O,A0A2D0TCJ7
5Y7P,J7H3P9
5Y7Q,Q9I2N0
5Y7R,Q5AR53
5Y7T,Q5AR53
5Y7W,P70365
5Y7X,Q03181
5Y7Y,A9YTQ3
5Y7Z,O14976
5Y80,O14976
5Y81,P38811
5Y82,Q9X1H2
5Y83,Q9X1H2
5Y84,V5TDY7
5Y86,O43781
5Y88,P33334
5Y89,B4EKB3
5Y8A,B4EKB3
5Y8B,A5UZ69
5Y8C,O60885
5Y8G,P9WNY5
5Y8H,P9WNY5
5Y8I,P9WNY5
5Y8J,P9WNY5
5Y8K,P9WNY5
5Y8L,P9WNY5
5Y8M,P9WNY5
5Y8N,P9WNY5
5Y8O,P9WNY5
5Y8P,P9WNY5
5Y8Q,Q9U6Y4
5Y8R,Q9U6Y4
5Y8T,E0TW95
5Y8U,O14733
5Y8V,O95619
5Y8W,O60885
5Y8Y,O60885
5Y8Z,O60885
5Y90,O14733
5Y91,Q65XY8
5Y92,Q3E8W4
5Y93,O60885
5Y94,O60885
5Y95,Q62141
5Y96,Q9SR05
5Y97,U3KRF8
5Y98,D0C9L6
5Y9A,D0C9L6
5Y9B,Q65KZ6
5Y9C,P26535
5Y9D,O74934
5Y9E,P26535
5Y9F,Q81971
5Y9G,Q7CR56
5Y9H,Q7CR56
5Y9I,B3DUR4
5Y9J,Q9Y275
5Y9L,P49862
5Y9M,P19784
5Y9N,Q8U4Q9
5Y9O,Q5GA16
5Y9P,Q2FZ38
5Y9R,Q6QT01
5Y9T,P00533
5Y9V,G8EME3
5Y9W,Q3E991
5Y9X,B3DUR4
5Y9Y,B3DUR4
5Y9Z,O35543
5YA0,P77432
5YA1,P77432
5YA2,P77432
5YA5,P08581
5YA6,Q58301
5YA8,K7ZP76
5YAA,Q8BJ34
5YAB,K7ZP76
5YAC,Q9V0Q0
5YAD,Q8BJ34
5YAE,A0A0M4UW33
5YAG,Q0IFG2
5YAH,Q3E991
5YAK,Q6PHW0
5YAL,A0A0M4UW33
5YAM,P30882
5YAO,Q9ZAG3
5YAP,K7ZP76
5YAQ,K7ZP76
5YAS,P52704
5YAT,C4R0S8
5YAV,O43924
5YAW,O43924
5YAX,B2CXZ0
5YAY,E9Q238
5YAZ,E9Q238
5YB0,Q60I38
5YB1,P02768
5YB2,P04578
5YB3,P04578
5YB4,P04578
5YB5,A0A0R5NGA4
5YB6,W6JQJ6
5YB7,W6JQJ6
5YB8,W6JQJ6
5YB9,A2DT06
5YBA,A2DT06
5YBB,Q8R9Q4
5YBC,P11308
5YBD,P11308
5YBE,Q6AXG6
5YBF,P42262
5YBG,P42262
5YBH,P0A1C1
5YBI,P0A1C1
5YBJ,Q14678
5YBL,Q5AR34
5YBM,A0A1E1FFL0
5YBN,A0A1E1FFL0
5YBO,A0A1E1FFL0
5YBP,A0A1E1FFL0
5YBQ,A0A1E1FFL0
5YBR,A0A1E1FFL0
5YBS,A0A1E1FFL0
5YBT,A0A1E1FFL0
5YBU,Q14678
5YBV,Q63ZY3
5YBW,Q2L695
5YBX,O60158
5YBY,Q6ZMI3
5YBZ,Q9ESN4
5YC0,P04578
5YC1,Q9BUZ4
5YC2,Q12306
5YC3,Q9M2B4
5YC4,Q9M2B4
5YC5,P0DOX5
5YC6,P00749
5YC7,P00749
5YC8,P08172
5YC9,Q9HUT5
5YCA,Q12306
5YCB,A0A2R2JFU5
5YCC,A0A2R2JFU5
5YCD,A0A452CSM2
5YCE,P02185
5YCF,M4AA20
5YCG,P68082
5YCH,R9RZK8
5YCI,R9RZK8
5YCJ,R9RZK8
5YCK,R0G998
5YCL,P67703
5YCN,P37231
5YCO,P12004
5YCP,P37231
5YCQ,B7LE66
5YCR,Q81GI3
5YCS,Q81GI3
5YCT,P02882
5YCU,P02882
5YCV,Q81GI3
5YCW,P02882
5YCX,Q81GI3
5YCZ,P35812
5YD0,Q5U311
5YD2,M7XC02
5YD3,P01630
5YD4,P01630
5YD5,P01630
5YD6,P43354
5YD7,Q9K2N0
5YD8,Q5FWF4
5YDA,A0A0E3JLZ0
5YDB,A3M692
5YDC,P9WME7
5YDD,P9WME7
5YDE,Q6P1J9
5YDF,Q6P1J9
5YDG,O22793
5YDH,Q869C3
5YDI,Q869C3
5YDJ,Q869C3
5YDK,Q8IYW5
5YDL,A0A0E3JLZ0
5YDM,A0A0E3JLZ0
5YDN,Q9T1V9
5YDO,Q7CP75
5YDP,G3EIL4
5YDR,P0CG47
5YDT,P36144
5YDU,P36144
5YDV,Q7CP75
5YDW,Q7CP75
5YDX,P46937
5YDY,P46937
5YDZ,Q99J21
5YE1,Q99J21
5YE2,Q99J21
5YE3,P62805
5YE4,P62805
5YE5,Q99J21
5YE7,Q13093
5YE8,Q13093
5YE9,Q13093
5YEA,Q13093
5YEC,P38862
5YED,A0A0F8V8L2
5YEE,A0A0F8V8L2
5YEF,P49711
5YEG,P49711
5YEH,P49711
5YEI,O69077
5YEJ,A0QX69
5YEK,A0QX69
5YEL,P49711
5YEM,M4GGR5
5YEP,Q8ECH7
5YEQ,Q4J8K9
5YER,Q7CP75
5YET,Q5UQV1
5YEU,Q5UQV1
5YEV,P0AEX9
5YEW,Q8IWA4
5YEZ,Q7CP75
5YF0,Q8N4J0
5YF1,Q8N4J0
5YF2,Q8N4J0
5YF4,Q9Y3A3
5YF5,Q5U8X5
5YF6,Q5U8X5
5YF7,Q5U8X5
5YF8,Q5U8X5
5YF9,P19784
5YFB,B0S4Q0
5YFC,B0S4Q0
5YFD,B0S4Q0
5YFE,A0A0K8P6T7
5YFG,Q9HD47
5YFJ,O57947
5YFK,Q8XN25
5YFM,O75874
5YFN,O75874
5YFP,P33332
5YFS,O57947
5YFT,O57947
5YFU,O57947
5YFV,O57947
5YFW,O57947
5YFX,O57947
5YFY,A5K8L9
5YFZ,A0A1G4H5I1
5YG0,A5K8L9
5YG1,A5K8L9
5YG2,A0A1G4H5I1
5YG3,A0A1G4H5I1
5YG4,A0A1G4H5I1
5YG5,O57947
5YG6,O57947
5YG7,O57947
5YG8,O57947
5YG9,O57947
5YGA,O57947
5YGB,Q9VQ91
5YGC,Q9VQ91
5YGD,Q9VQ91
5YGE,O33289
5YGF,Q9VQ91
5YGG,A0A0H3AER7
5YGH,A0A0X8GJ44
5YGI,P14324
5YGJ,X5IYJ5
5YGK,X5IYJ5
5YGM,P55915
5YGP,P0AEX9
5YGQ,Q6N2U4
5YGR,P40817
5YGS,P0AEX9
5YGU,P0A6K1
5YGV,O49686
5YGX,P56817
5YGY,P56817
5YH0,E7FBB8
5YH1,Q8U3Q7
5YH2,Q96MK3
5YH3,Q96MK3
5YH4,D7TY99
5YH5,Q2FVE7
5YH7,B2HUN5
5YH8,Q2FVE7
5YHA,P11041
5YHB,P11041
5YHE,Q2FVE7
5YHF,Q5SKE6
5YHG,Q2FVE7
5YHH,A0A150NEL9
5YHI,P32157
5YHJ,C4L2G9
5YHL,P35408
5YHM,A3M692
5YHN,Q9NQ38
5YHO,P05361
5YHP,A0A2H4A311
5YHQ,Q9YLP0
5YHR,Q6TM72
5YHT,P95189
5YHU,Q9Y2G1
5YHV,P96847
5YHW,I3LG77
5YHX,Q9CDU5
5YHY,Q9CDU5
5YHZ,Q9CDU5
5YI0,Q9CDU5
5YI1,Q9CDU5
5YI2,Q9CDU5
5YI3,Q9CDU5
5YI4,Q811T9
5YI5,P02794
5YI6,Q57820
5YI7,P16554
5YI8,P16554
5YI9,O75475
5YIA,Q8I6V3
5YIB,Q8I6V3
5YIC,Q8I6V3
5YID,Q8I6V3
5YIE,Q8I6V3
5YIH,D0CAF1
5YII,Q60I38
5YIJ,Q6RCR0
5YIK,Q6RCR0
5YIL,P31224
5YIM,Q6RCR0
5YIN,P00698
5YIO,P9WPV1
5YIP,Q8R3R8
5YIQ,Q9CQV6
5YIR,Q9DCD6
5YIS,Q9CQV6
5YIT,P96877
5YIU,A0A0H3C9J4
5YIV,A0A0H3C9J4
5YIW,A0A0H3C9J4
5YIX,A0A0H3CAV3
5YIY,P96877
5YIZ,Q8C7D2
5YJ0,Q8C7D2
5YJ1,Q8C7D2
5YJ2,Q45697
5YJ3,P10074
5YJ4,P04156
5YJ5,P04156
5YJ6,C7ED31
5YJ7,A0A452CSM4
5YJ8,Q9H7E2
5YJ9,D6WMX4
5YJA,Q45697
5YJB,O60341
5YJC,Q5HK94
5YJD,Q5HK91
5YJE,P54198
5YJF,P40261
5YJG,Q15063
5YJH,Q15063
5YJI,O55239
5YJJ,Q8CST1
5YJK,P49862
5YJL,P42804
5YJM,P23946
5YJO,Q9H7B4
5YJP,P23946
5YJS,A0A452CSM5
5YJW,P32340
5YJX,P32340
5YJY,P32340
5YJZ,O53343
5YK0,O53343
5YK1,O53343
5YK2,O53343
5YK3,Q6IAA8
5YK4,Q5F5J4
5YK5,Q0VGL1
5YK6,C5DRQ1
5YK7,C5DRQ1
5YK9,V5TDZ4
5YKA,B3DUR4
5YKB,I3NX86
5YKC,A0A059VBQ9
5YKD,Q9I676
5YKE,Q61743
5YKF,Q61743
5YKG,Q61743
5YKH,Q14671
5YKI,Q14671
5YKJ,P34227
5YKN,Q8GUI6
5YKO,Q8GUI6
5YKP,P53582
5YKR,Q9HWU0
5YKS,Q9NRH2
5YKT,Q9HWU0
5YKU,Q6XNL3
5YKV,Q6XNL3
5YKW,P25372
5YKX,Q6XNL3
5YKY,P00698
5YKZ,A5H7Q8
5YL0,A5H7Q8
5YL1,A5H7Q8
5YL2,Q2XVP4
5YL3,P68082
5YL4,A0A0R4I993
5YL5,A3M692
5YL6,Q9UT12
5YL7,A0A290S6P3
5YL8,D0C9L6
5YL9,P15423
5YLA,D0C9L6
5YLB,Q9UT12
5YLC,A0A0R6L508
5YLE,A0A0R6L508
5YLF,A0A0R6L508
5YLG,Q0WYK2
5YLH,K0J0N5
5YLI,K0J0N5
5YLJ,Q2XVP4
5YLK,K0J0N5
5YLL,K0J0N5
5YLN,A0A0H2ZRI0
5YLO,Q9HUI5
5YLS,Q2XVP4
5YLT,Q8WTS6
5YLU,P19156
5YLV,P19156
5YLW,S4UX02
5YLX,H6TIB1
5YLY,A0A286R227
5YLZ,P33334
5YM0,Q9LIR4
5YM3,S4UX02
5YM6,X2G6C4
5YM7,P0ABE7
5YM8,X2G6C4
5YM9,Q5ZTL3
5YMA,G0S5Z3
5YMR,Q727N1
5YMS,Q9Q2P6
5YMT,Q9Q2P6
5YMU,A0A2U8JDD5
5YMV,P15979
5YMW,P15979
5YMX,Q1DB04
5YMY,P0CG47
5YN3,Q9P8C9
5YN4,D0C9L6
5YN5,K0BWD0
5YN6,K0BWD0
5YN8,K0BWD0
5YNB,K0BWD0
5YNF,K0BWD0
5YNG,Q9ZAG3
5YNI,K0BWD0
5YNJ,K0BWD0
5YNL,A0A2R2JFW7
5YNM,K0BWD0
5YNN,K0BWD0
5YNO,K0BWD0
5YNP,K0BWD0
5YNQ,K0BWD0
5YNR,Q8IAA5
5YNS,A0A0K8P6T7
5YNT,V5TDY7
5YNU,V5TDY7
5YNV,V5TDY7
5YNW,V5TDY7
5YNX,B2GM84
5YNY,B2GM84
5YNZ,P27708
5YO1,P04825
5YO2,O33289
5YO3,P0ABE7
5YO4,P0ABE7
5YO5,P0ABE7
5YO6,P0ABE7
5YO8,A0A094YZ24
5YO9,V5VGF8
5YOA,V5VGF8
